Name,description,image,link
Postmark,트랜잭션 이메일 서비스,https://img.stackshare.io/service/45/default_e14042211227a4ae0040d034737714ba677b5a57.jpg,http://postmarkapp.com
PowerShell,Windows 자동화 프레임워크,https://img.stackshare.io/service/3681/powershell-logo.png,https://docs.microsoft.com/en-us/powershell
Presto,분산 SQL 쿼리 엔진,https://img.stackshare.io/service/2606/default_9c42299fc673a12eed0ad20cb7f5c1fd4ef5c80f.png,https://prestodb.io
Prism,Prism 개발 도구 및 기술,https://img.stackshare.io/service/10010/Screen_Shot_2012-07-31_at_21.57.03__400x400.png,https://prismjs.com
Prometheus,오픈소스 모니터링 시스템,https://img.stackshare.io/service/2501/default_3cf1b307194b26782be5cb209d30360580ae5b3c.png,http://prometheus.io
Protobuf,프로토콜 버퍼,https://img.stackshare.io/service/4393/ma2jqJKH_400x400.png,https://developers.google.com/protocol-buffers
Prototype,JavaScript 프레임워크,https://img.stackshare.io/service/3597/o_bigger_400x400.png,http://prototypejs.org
Protractor,Angular E2E 테스팅 프레임워크,https://img.stackshare.io/service/1754/protractor-logo1.png,http://angular.github.io/protractor
Proxmox VE,오픈소스 가상화 관리,https://img.stackshare.io/service/4493/0.png,https://www.proxmox.com/en/proxmox-ve
PubNub,실시간 통신 플랫폼,https://img.stackshare.io/service/349/A2EP-NOS.png,http://www.pubnub.com
Pug,Node.js 템플릿 엔진,https://img.stackshare.io/service/1175/pug.png,https://pugjs.org
Puma,Ruby 웹 서버,https://img.stackshare.io/service/1055/favicon.png,http://puma.io
PureBasic,BASIC 프로그래밍 언어,https://img.stackshare.io/service/10734/New_Project__2_.jpg,https://www.purebasic.com
Pusher,실시간 API,https://img.stackshare.io/service/115/preview.png,http://pusher.com
pytest,Python 테스팅 프레임워크,https://img.stackshare.io/service/4586/Lu99Qe0Z_400x400.png,http://pytest.org/latest
Python,다목적 고급 프로그래밍 언어,https://img.stackshare.io/service/993/pUBY5pVj.png,https://www.python.org
PyTorch,딥러닝 프레임워크,https://img.stackshare.io/service/8171/YYpjkbVn_400x400.jpg,http://pytorch.org
Q,Q 개발 도구 및 기술,https://img.stackshare.io/service/4697/default_2d5a1d7c5eb520cdeb7db120e767345004a1d0d4.png,https://github.com/kriskowal/q
QNX / VxWorks,실시간 운영체제,https://docs.conan.io/en/1.66/_images/conan-vxworks_logo.png,https://www.windriver.com/products/embedded/vxworks
Qt,크로스 플랫폼 애플리케이션 프레임워크,https://img.stackshare.io/service/2449/qt-icon.png,http://www.qt.io
Quarkus,Kubernetes 최적화 Java 프레임워크,https://img.stackshare.io/service/11117/Wtda2djF_400x400.png,https://quarkus.io
Quasar Framework,Vue.js 기반 프레임워크,https://img.stackshare.io/service/11161/default_a64f61390e79c5008cd18e890d338259463f9af8.png,https://quasar.dev
QUnit,JavaScript 단위 테스트 프레임워크,https://img.stackshare.io/service/1421/b706f022230831a3d391db504a139e21.png,http://qunitjs.com
R Language,통계 분석 및 데이터 시각화 언어,https://img.stackshare.io/service/1213/r-logo.png,http://www.r-project.org
RabbitMQ,오픈소스 메시지 브로커,https://img.stackshare.io/service/1061/default_df93e9a30d27519161b39d8c1d5c223c1642d187.jpg,http://www.rabbitmq.com
Racket,Lisp 계열 언어,,
Rackspace Cloud Servers,Rackspace 클라우드 서버,https://img.stackshare.io/service/19/0226f9ef1173d90417e5113e25e0cc17.png,http://www.rackspace.com/cloud/public/servers
Rails,"Ruby on Rails, Ruby 기반 웹 프레임워크",https://img.stackshare.io/service/990/x57_Lorv.png,http://rubyonrails.org
Rancher,컨테이너 관리 플랫폼,https://img.stackshare.io/service/2552/rancher.png,http://rancher.com
Raspberry Pi,소형 컴퓨터,https://img.stackshare.io/service/5174/LcSgue9p_400x400.png,http://www.raspberrypi.org
React,UI 구축을 위한 JavaScript 라이브러리,https://img.stackshare.io/service/1020/OYIaJ1KK.png,https://reactjs.org
React Native,크로스 플랫폼 모바일 앱 프레임워크,https://img.stackshare.io/service/2699/KoK6gHzp.jpg,http://facebook.github.io
Realm,모바일 데이터베이스,https://img.stackshare.io/service/1140/realm_logo_200_x_200.png,http://realm.io
Recharts,React 차트 라이브러리,https://img.stackshare.io/service/5608/13690587.png,http://recharts.org
Redash,데이터 시각화 도구,https://img.stackshare.io/service/3033/NdQYl6cB_400x400.png,https://redash.io
Redis,인메모리 키-값 데이터 저장소,https://img.stackshare.io/service/1031/default_cbce472cd134adc6688572f999e9122b9657d4ba.png,http://redis.io
Redux,JavaScript 상태 관리 라이브러리,https://img.stackshare.io/service/4074/13142323.png,https://redux.js.org
redux-thunk,Redux 비동기 미들웨어,https://img.stackshare.io/service/5448/13142323.png,https://github.com/gaearon/redux-thunk
RethinkDB,실시간 애플리케이션을 위한 NoSQL 데이터베이스,https://img.stackshare.io/service/531/Sp0fIxul_400x400.jpg,http://www.rethinkdb.com
Retrofit,Android HTTP 클라이언트,https://img.stackshare.io/service/2856/retrofit-logo.png,http://square.github.io/retrofit
Robot Framework,키워드 기반 테스트 자동화,https://img.stackshare.io/service/4092/QdWJdB_g_400x400.jpg,http://robotframework.org
RocketChat,오픈소스 커뮤니케이션 플랫폼,https://img.stackshare.io/service/3124/14EIApTi_400x400.jpg,https://rocket.chat
Rollbar,실시간 에러 추적,https://img.stackshare.io/service/328/default_3147629185038a15dd41907749544023633da1ea.png,https://rollbar.com
RSpec,Ruby BDD 테스팅 프레임워크,https://img.stackshare.io/service/2539/logo.png,https://rspec.info
RStudio,R 통합 개발 환경,https://img.stackshare.io/service/2382/YYMiHBTH_400x400.png,http://www.rstudio.com
Ruby,간결하고 읽기 쉬운 동적 프로그래밍 언어,https://img.stackshare.io/service/989/ruby.png,https://www.ruby-lang.org
Rust,안전성과 성능을 중시하는 시스템 프로그래밍 언어,https://img.stackshare.io/service/1070/v7txhrjp9pdqrkdtxxp0.png,http://www.rust-lang.org
RxJava,반응형 확장 Java,https://img.stackshare.io/service/2190/6407041.png,https://github.com/ReactiveX/RxJava
Sails.js,Node.js MVC 프레임워크,https://img.stackshare.io/service/1165/3bf33a82d4b1624f6b94da4d9fe1eaeb.png,http://sailsjs.com
Salt,인프라 관리 소프트웨어,https://img.stackshare.io/service/664/-lag2uPT.png,http://www.saltstack.com/community
Sanity,구조화된 콘텐츠 플랫폼,https://img.stackshare.io/service/7890/default_d27dfdf7a8694b3065e33c299df346a99299f4d2.png,https://www.sanity.io/
Sass,CSS 전처리기,https://img.stackshare.io/service/1171/jCR2zNJV.png,http://sass-lang.com
Sauce Labs,클라우드 테스팅 플랫폼,https://img.stackshare.io/service/207/preview.jpeg,https://saucelabs.com
Scala,함수형 및 객체지향 프로그래밍을 결합한 JVM 언어,https://img.stackshare.io/service/1012/scala.png,http://www.scala-lang.org
ScalaTest,Scala 테스팅 프레임워크,https://img.stackshare.io/service/4371/frame_apngframe0.png,http://www.scalatest.org
scikit-image,이미지 처리 라이브러리,https://img.stackshare.io/service/1294/897180.png,http://scikit-image.org
scikit-learn,Python 머신러닝 라이브러리,https://img.stackshare.io/service/2657/scikit-learn-logo.png,http://scikit-learn.org/stable
SciPy,과학 컴퓨팅 라이브러리,https://img.stackshare.io/service/3303/scipyshiny_small.png,http://www.scipy.org
Scrapy,Python 웹 크롤링 프레임워크,https://img.stackshare.io/service/3116/LJ_Gsz28_400x400.png,http://scrapy.org
Selenium,웹 브라우저 자동화 도구,https://img.stackshare.io/service/1517/sbUizSli_400x400.jpg,http://www.seleniumhq.org
Semantic UI,사용자 인터페이스 프레임워크,https://img.stackshare.io/service/1106/semantic-ui.png,http://semantic-ui.com
Sentry,에러 추적 및 모니터링,https://img.stackshare.io/service/191/default_9262326592c97828a2a4299dec085a3674dd05f4.png,https://sentry.io/welcome
Sequel Pro,macOS MySQL 클라이언트,https://img.stackshare.io/service/2523/3ab6a1576435ff6c20e3f2694965bbf8.png,http://sequelpro.com
Sequelize,Node.js ORM,https://img.stackshare.io/service/3211/3591786.png,https://sequelize.org
Serverless,서버리스 프레임워크,https://img.stackshare.io/service/5095/serverless-logo.png,https://www.serverless.com/
"SIEM (Splunk, ELK Stack)",보안 정보 및 이벤트 관리,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR2YwEuNEfwjTuKQYiP1WLoixaOC__k8jqFbQ&s,https://www.splunk.com/ko_kr
Sinatra,Ruby 마이크로 웹 프레임워크,https://img.stackshare.io/service/999/logo.png,http://www.sinatrarb.com
Slim,PHP 마이크로 프레임워크,https://img.stackshare.io/service/1206/GDHlxO_z_400x400.jpg,http://www.slimframework.com
Smalltalk,객체지향 프로그래밍 언어,https://img.stackshare.io/service/2624/no-img-open-source.png,http://en.wikipedia.org/wiki/Smalltalk
Smarty,PHP 템플릿 엔진,https://img.stackshare.io/service/3693/smarty.png,http://www.smarty.net
Snort,네트워크 침입 탐지 시스템,https://www.rapid7.com/cdn/assets/bltae99b55e97ffb716/683de1003a1c5afc7f4ba89e/thumb-snort.jpg,https://www.snort.org/
Snowflake,클라우드 데이터 웨어하우스,https://img.stackshare.io/service/5889/default_768181e102486f7411fe5f997dac1328d057c2cf.png,https://www.snowflake.net
Snyk,개발자 보안 플랫폼,https://img.stackshare.io/service/5326/6p1SNAJu.jpg,https://snyk.io
Socket.IO,실시간 양방향 통신 라이브러리,https://img.stackshare.io/service/1161/vI0ZZlhZ_400x400.png,http://socket.io
Solr,엔터프라이즈 검색 플랫폼,https://img.stackshare.io/service/1596/al3IkKF8.png,https://solr.apache.org
SonarQube,코드 품질 분석 플랫폼,https://img.stackshare.io/service/2638/zIVhxKyn_400x400.png,http://www.sonarqube.org
Spinnaker,멀티 클라우드 CD 플랫폼,https://img.stackshare.io/service/7674/7634182.png,https://www.spinnaker.io
Splunk,로그 분석 및 모니터링 플랫폼,https://img.stackshare.io/service/1732/default_3ee4c34e118179464e491133fc4ac4f16e46771f.jpg,http://www.splunk.com
Spock Framework,Groovy 테스팅 프레임워크,https://img.stackshare.io/service/5548/UB74SoK2_400x400.png,http://spockframework.org
Spring,Java 애플리케이션 프레임워크,https://img.stackshare.io/service/996/unnamed.jpg,http://spring.io
Spring Boot,Spring 기반 마이크로서비스,https://img.stackshare.io/service/2927/nPzvMuo2_400x400.png,https://spring.io/projects/spring-boot
Spring Security,인증 및 권한 프레임워크,https://img.stackshare.io/service/6656/com.castsoftware.springsecurity.png,https://spring.io/projects/spring-security
SQL,구조화 쿼리 언어,https://img.stackshare.io/service/2271/default_068d33483bba6b81ee13fbd4dc7aab9780896a54.png,https://en.wikipedia.org/wiki/SQL
Stackdriver,Google Cloud 모니터링,https://img.stackshare.io/service/734/lHYLxJV3_400x400.jpg,https://cloud.google.com/stackdriver
StatsD,메트릭 집계 데몬,https://img.stackshare.io/service/932/default_b8c7d49298132d46fbef113905bcba1896158113.png,https://github.com/etsy/statsd
StatusPage.io,상태 페이지 서비스,https://img.stackshare.io/service/279/sp-logo-blue-white-background.jpg,https://betterstack.com/status-page?utm_medium=c&utm_campaign=adwords15273603349&utm_source=adwords&utm_content=766768852277&utm_term=status+page&gad_source=1&gad_campaignid=15273603349&gbraid=0AAAAAoQQaXpY9_6bMNgkUwcuER_lvuOzT&gclid=EAIaIQobChMIicSEvfOIkgMVvnsPAh2OICAnEAAYASABEgLT9_D_BwE
Streamlit,ML/데이터 앱 프레임워크,https://img.stackshare.io/service/11393/default_67e251b5860795095fe91618cf3ef8d09257469a.png,https://streamlit.io
Stylus,CSS 전처리기,https://img.stackshare.io/service/1172/stylus.png,http://stylus-lang.com
Sumo Logic,로그 관리 및 분석,https://img.stackshare.io/service/370/default_e067d8482359b704f1577f7712967ff5218c784d.png,https://www.sumologic.com
SumoMe,웹사이트 트래픽 도구,https://img.stackshare.io/service/2933/B2Mmrgli_normal.png,https://sumome.com
Supabase,오픈소스 Firebase 대안,https://img.stackshare.io/service/12323/Z_q3YLKR_400x400.jpg,https://supabase.com
Superset,데이터 탐색 플랫폼,https://img.stackshare.io/service/4908/superset2.png,http://airbnb.io/projects/superset
SuperTest,Node.js HTTP 테스팅,https://img.stackshare.io/no-img-open-source.png,https://www.npmjs.com/package/supertest
Suricata,네트워크 보안 모니터링,https://velog.velcdn.com/images/kimkh1474/post/7a0712c8-3bca-443a-9784-fa72cbeabcb1/image.png,https://suricata.io/
Svelte,컴파일 타임에 최적화하는 프론트엔드 프레임워크,https://img.stackshare.io/service/6113/7exmJEg4_400x400.png,https://svelte.technology
Swagger UI,API 문서화 도구,https://img.stackshare.io/service/3417/pIea9Ji0.png,https://swagger.io/tools/swagger-ui
Swift,Apple 플랫폼 개발을 위한 프로그래밍 언어,https://img.stackshare.io/service/1009/tuHsaI2U.png,https://developer.apple.com/swift
SwiftUI,Swift 기반 UI 프레임워크,https://img.stackshare.io/service/11099/swiftui.png,https://developer.apple.com/xcode/swiftui
Symfony,PHP 프레임워크,https://img.stackshare.io/service/1197/logosf_positif_03_icon.png,http://symfony.com
Systemverilog,하드웨어 검증 언어,,
Tableau,데이터 시각화 소프트웨어,https://img.stackshare.io/service/2584/ZadESXl4_400x400.jpg,http://www.tableau.com
Tailwind CSS,유틸리티 우선 CSS 프레임워크,https://img.stackshare.io/service/8158/default_660b7c41c3ba489cb581eec89c04655404258c19.png,https://tailwindcss.com
Talend,데이터 통합 플랫폼,https://img.stackshare.io/service/5299/default_054407c8b57eece3f06e710c93687b8806325d12.jpg,https://www.talend.com
Tcl,스크립팅 언어,,
TensorFlow,오픈소스 머신러닝 프레임워크,https://img.stackshare.io/service/4717/FtFnqC38_400x400.png,https://www.tensorflow.org
Terraform,인프라 코드화 도구,https://img.stackshare.io/service/1276/default_2316907c4199f912e2ed79cbdb99025c9e5e2665.png,https://www.terraform.io
TestCafe,Node.js E2E 테스팅,https://img.stackshare.io/service/7532/W2FwS-Ry_400x400.jpg,https://devexpress.github.io/testcafe
TestFlight,iOS 베타 테스팅 플랫폼,https://img.stackshare.io/service/95/oGea5QYO.png,https://www.testflightapp.com
Testify,Go 테스팅 toolkit,https://img.stackshare.io/service/8695/stretchr.png,https://github.com/stretchr/testify
TestNG,Java 테스팅 프레임워크,https://img.stackshare.io/service/8900/no-img-open-source.png,http://testng.org/doc
three.js,3D 그래픽 라이브러리,https://img.stackshare.io/service/5883/preview.png,https://threejs.org
Thymeleaf,Java 템플릿 엔진,https://img.stackshare.io/service/2670/1ll27Cbc_400x400.jpg,http://www.thymeleaf.org
TimescaleDB,PostgreSQL 기반 시계열 데이터베이스,https://img.stackshare.io/service/6765/20190510_Timescale_Logo_Tiger.png,http://www.timescale.com
Torch,과학 컴퓨팅 프레임워크,https://img.stackshare.io/service/4475/hpYQzO_U_400x400.png,http://torch.ch
Tornado,Python 비동기 웹 프레임워크,https://img.stackshare.io/service/1002/tornado.png,http://www.tornadoweb.org
Traefik,클라우드 네이티브 엣지 라우터,https://img.stackshare.io/service/5126/default_0a34be001ec8247c641508aa468564fb386bc50c.png,https://traefik.io
Travis CI,CI 서비스,https://img.stackshare.io/service/460/Lu6cGu0z_400x400.png,http://travis-ci.com
Trivy,컨테이너 취약점 스캐너,https://all4chip.com/data/editor/2109/287c295a2aebb1a79dafc4759f55e755_1630968799_5628.png,https://trivy.dev/docs/latest/guide/
TSLint,TypeScript 린팅 도구 (deprecated),https://img.stackshare.io/service/5561/303157.png,https://github.com/palantir/tslint
Tumblr,마이크로블로깅 플랫폼,https://img.stackshare.io/service/252/default_d1a9675611f2f796799e053201f5e9630e3a6548.jpg,https://www.tumblr.com
Twig,PHP 템플릿 엔진,https://img.stackshare.io/service/1642/default_3debd3a9a6d757c011130c7a9626e7c3bd8be945.png,https://twig.symfony.com
Twilio,클라우드 통신,https://img.stackshare.io/service/130/VrwpNfjh_400x400.png,http://www.twilio.com
TypeScript,JavaScript의 상위 집합으로 정적 타입을 추가한 언어,https://img.stackshare.io/service/1612/bynNY5dJ.jpg,http://www.typescriptlang.org
Ubuntu,Linux 배포판,https://img.stackshare.io/service/3511/cof_orange_hex.jpg,http://www.ubuntu.com
UIkIt,프론트엔드 프레임워크,https://img.stackshare.io/service/1107/2247444e82685c05034fc296fc331472.png,http://www.getuikit.com
Unbounce,랜딩 페이지 빌더,https://img.stackshare.io/service/78/GEI0oMKZ.png,http://unbounce.com
Unicorn,Ruby HTTP 서버,https://img.stackshare.io/service/1053/unicorn.png,http://unicorn.bogomips.org
Unity,게임 엔진,https://img.stackshare.io/service/2084/CGKUrcD9_400x400.jpg,http://unity3d.com
Unreal Engine,3D 게임 엔진,https://img.stackshare.io/service/2990/6DO-xqph_400x400.jpg,https://www.unrealengine.com/en-US
UptimeRobot,웹사이트 가동 시간 모니터링,https://img.stackshare.io/service/1617/XIw15nT6_400x400.jpg,https://uptimerobot.com
UserVoice,고객 피드백 소프트웨어,https://img.stackshare.io/service/122/twitter_avatar_UserVoice.png,http://www.uservoice.com
Vaadin,Java 웹 앱 플랫폼,https://img.stackshare.io/service/2971/UuHV6j99_400x400.jpg,http://vaadin.com
Vagrant,가상 개발 환경 도구,https://img.stackshare.io/service/768/150px-Vagrant.png,http://www.vagrantup.com
Varnish,HTTP 가속기,https://img.stackshare.io/service/1073/default_7811fe80d774e75973d4f3880e5903125f0bec3b.jpg,https://www.varnish-cache.org
Vault,시크릿 관리 도구,https://img.stackshare.io/service/2905/vault.png,https://www.vaultproject.io
Vercel,프론트엔드 클라우드 플랫폼,https://img.stackshare.io/service/7618/bHjpwZem_400x400.png,https://vercel.com
Vert.x,JVM 기반 반응형 애플리케이션 툴킷,https://img.stackshare.io/service/3279/q9FQ_NSR_400x400.jpg,http://vertx.io
Vim,고급 텍스트 에디터,https://img.stackshare.io/service/644/vim_logo.png,http://www.vim.org
VirtualBox,오픈소스 가상화 소프트웨어,https://img.stackshare.io/service/774/vbox_94px.png,https://www.virtualbox.org
Visual Basic,Microsoft 프로그래밍 언어,https://img.stackshare.io/service/1016/10ffe9eda0de4670955cc9bdfa78fe9b.png,http://msdn.microsoft.com/en-us/library/2x7h1hfk.aspx
Visual Studio,Microsoft 통합 개발 환경,https://img.stackshare.io/service/1451/SR2hUhQN.png,http://msdn.microsoft.com/en-us/vstudio/aa718325.aspx
Visual Studio Code,Microsoft의 오픈소스 코드 에디터,https://img.stackshare.io/service/4202/Visual_Studio_Code_logo.png,https://code.visualstudio.com
Visual Website Optimizer,A/B 테스팅 도구,https://img.stackshare.io/service/62/SvqQZhMt.jpeg,http://visualwebsiteoptimizer.com
Vite,차세대 프론트엔드 빌드 도구,https://img.stackshare.io/service/21547/default_1aeac791cde11ff66cc0b20dcc6144eeb185c905.png,https://vitejs.dev
VMware vSphere,가상화 플랫폼,https://img.stackshare.io/service/775/DfXQ4S9P_400x400.jpg,http://www.vmware.com/products/vsphere
Vue Native,Vue.js 기반 모바일 프레임워크,https://img.stackshare.io/service/9117/logo.png,https://vue-native.io
Vue.js,진보적인 JavaScript 프레임워크,https://img.stackshare.io/service/3837/paeckCWC.png,http://vuejs.org
VuePress,Vue 기반 정적 사이트 생성기,https://img.stackshare.io/service/8863/paeckCWC.png,https://vuepress.vuejs.org
Vulkan,그래픽 및 컴퓨팅 API,,
Webpack,JavaScript 모듈 번들러,https://img.stackshare.io/service/1682/IMG_4636.PNG,http://webpack.js.org
wercker,컨테이너 CI/CD,https://img.stackshare.io/service/897/S67KcxKE.png,http://wercker.com
Windows,Microsoft 운영체제,https://img.stackshare.io/service/2881/U54M_YbJ_400x400.jpg,https://www.microsoft.com/en-us/windows
WireGuard,VPN 프로토콜,https://cdn.sanity.io/images/zo1bnlq1/production/e7ab3cc3c01529f028b6dc1e09749b12d52bf3e0-1554x1552.png?w=1554&auto=format,https://www.wireguard.com/
Wireshark,네트워크 프로토콜 분석기,https://velog.velcdn.com/images/chobowhack05/post/7b400767-eede-4fcf-9bb6-54dc333de5e3/image.png,https://www.wireshark.org/
Wix,웹사이트 빌더,https://img.stackshare.io/service/4656/tvOXJHAG_400x400.png,http://www.wix.com
ws,Node.js WebSocket 라이브러리,https://img.stackshare.io/service/11381/no-img-open-source.png,https://github.com/websockets/ws
Xamarin,크로스 플랫폼 모바일 개발 프레임워크,https://img.stackshare.io/service/211/RDXWoY7W.png,http://xamarin.com
Xamarin Forms,Xamarin UI 프레임워크,https://img.stackshare.io/service/2459/RDXWoY7W_400x400.png,http://developer.xamarin.com/guides/cross-platform/xamarin-forms
xUnit,.NET 단위 테스트 프레임워크,https://img.stackshare.io/service/3077/ca5a327feb49ddfe1f4b11548907e5a1_400x400.png,http://xunit.github.io
YAML,데이터 직렬화 언어,https://img.stackshare.io/service/1744/yaml.png,http://www.yaml.org
Yarn,JavaScript 패키지 관리자,https://img.stackshare.io/service/5848/44mC-kJ3.jpg,https://yarnpkg.com
Yii,PHP 프레임워크,https://img.stackshare.io/service/1200/logo-body2.png,http://www.yiiframework.com
ZAP (OWASP),웹 앱 보안 스캐너,https://miro.medium.com/1*ehhGqaKCKVnOw3Nlu1ajmA.png,https://www.zaproxy.org/docs/
Zapier,자동화 플랫폼,https://img.stackshare.io/service/286/0bd8e9aaccec949490082ad22c7ee60f.png,https://zapier.com
Zend Framework,PHP 프레임워크,https://img.stackshare.io/service/1198/zend-logo.png,http://framework.zend.com
ZenHub,GitHub 프로젝트 관리,https://img.stackshare.io/service/1589/default_88cf6fde12ec92c4a2d746a06304bf54c134ba61.jpg,https://www.zenhub.com
Zephyr,RTOS 프로젝트,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSeXJn_zUafm82JM8HnmjKXvDTXiDfKfBDUcA&s,https://github.com/zephyrproject-rtos/zephyr
